,run,epoch,epoch_loss,epoch_score,epoch_duration,run_duration,lr,batch_size
49,val_3,5,6.592194733909144,0.966376692742823,105.73478722572327,5424.33497262001,0.03,128
50,train_3,6,6.625864225079813,0.9677317814085212,936.9136254787445,6363.145746469498,0.03,128
51,val_3,6,5.6890771986958315,0.972257531090242,105.85131072998047,6470.99378991127,0.03,128
52,train_3,7,6.232457596942248,0.969401104564421,938.2096743583679,7411.146603345871,0.03,128
53,val_3,7,5.9161248005236295,0.9731024166464611,108.59067225456238,7521.898352861404,0.03,128
54,train_3,8,6.099619264906621,0.9691841188582798,943.9991419315338,8468.159101009369,0.03,128
55,val_3,8,5.355560127157753,0.9744009081521936,105.60573077201843,8575.816277503967,0.03,128
56,train_3,9,5.984903852113215,0.9699991196979522,936.9957916736603,9514.782127857208,0.03,128
57,val_3,9,4.740953511132981,0.9763963303505534,105.80693936347961,9622.628069877625,0.03,128
58,train_3,10,5.7468631125541325,0.9713971445090882,936.7643971443176,10561.306391000748,0.03,128
59,val_3,10,4.5944234117532305,0.9767233104386842,106.02143120765686,10669.313311815262,0.03,128
60,train_4,1,2.6435710652178503,0.9737262321191192,1068.366235256195,1068.3923499584198,0.0003,64
61,val_4,1,1.6258497508970555,0.9838858187572113,120.46518683433533,1190.7789216041565,0.0003,64
62,train_4,2,2.2722904480311024,0.9773678812303266,1013.7912261486053,2207.7358889579773,0.0003,64
63,val_4,2,1.4513345664720596,0.9857991360342354,118.75929379463196,2328.4296169281006,0.0003,64
64,train_4,3,2.104497577116428,0.978827847847862,1014.2046360969543,3345.6942570209503,0.0003,64
65,val_4,3,1.3624931387781527,0.9864572258917873,118.27219247817993,3465.8910739421844,0.0003,64
66,train_4,4,1.9549462248723346,0.9802307928556976,1013.0745565891266,4482.027629375458,0.0003,64
67,val_4,4,1.2780854172374834,0.9872272037473149,118.44583868980408,4602.400626659393,0.0003,64
68,train_4,5,1.9058988007327238,0.9809551247511166,1013.3068332672119,5618.726181507111,0.0003,64
69,val_4,5,1.2256516021642199,0.987851873626017,118.56047511100769,5739.271898984909,0.0003,64
70,train_4,6,1.8235529806301651,0.981676860259945,1014.4198970794678,6756.665225028992,0.0003,64
71,val_4,6,1.1868527749972195,0.9882917432845001,118.28291606903076,6876.9679646492,0.0003,64
72,train_4,7,1.7702713608385556,0.9822049214331525,1014.5293612480164,7894.635840654373,0.0003,64
73,val_4,7,1.1428755425047457,0.9886188170112769,118.65702843666077,8015.330914020538,0.0003,64
74,train_4,8,1.749021745387064,0.9827592994782838,1013.0407245159149,9031.406754493713,0.0003,64
75,val_4,8,1.125644969597958,0.9888224079649407,118.33249831199646,9151.759723901749,0.0003,64
76,train_4,9,1.7399476418397817,0.9826464827503791,1013.2449309825897,10168.077753305435,0.0003,64
77,val_4,9,1.1151646246191893,0.9889549502057765,118.45329165458679,10288.554597616196,0.0003,64
78,train_4,10,1.6989183558173389,0.9824433802304932,1013.016499042511,11304.608383893967,0.0003,64
79,val_4,10,1.114750223308564,0.9885498196231187,118.51862740516663,11425.148786067963,0.0003,64
80,train_5,1,2.3365170921609826,0.9828315603189661,1039.7115559577942,1039.7130484580994,0.0003,88
81,val_5,1,1.5179651556475284,0.9883769197401084,120.29933428764343,1161.9806015491486,0.0003,88
82,train_5,2,2.276889927298443,0.984006416390176,1006.6241381168365,2170.5165054798126,0.0003,88
83,val_5,2,1.4870990687601366,0.9888766664198864,118.26054120063782,2290.7326776981354,0.0003,88
84,train_5,3,2.24104609201624,0.9835860404145601,1006.5551714897156,3299.205504179001,0.0003,88
85,val_5,3,1.4623366142296346,0.98855137292486,118.55174446105957,3419.792626619339,0.0003,88
86,train_5,4,2.2027835672522245,0.984471997475615,1007.2606737613678,4428.966202020645,0.0003,88
87,val_5,4,1.436059222066481,0.9893451385516718,118.5037693977356,4549.3965716362,0.0003,88
88,train_5,5,2.1292312658578156,0.9839762210531556,1006.7285735607147,5558.120262861252,0.0003,88
89,val_5,5,1.4056338617136996,0.9890258098572781,118.52759504318237,5678.602433919907,0.0003,88
90,train_5,6,2.1102412262247645,0.9843950282405826,1007.1816897392273,6687.728817224503,0.0003,88
91,val_5,6,1.3853699858279964,0.9888752025689674,118.7778332233429,6808.459968328476,0.0003,88
92,train_5,7,2.077716584187256,0.9846227815083898,1006.6263434886932,7817.050112962723,0.0003,88
93,val_5,7,1.369320104818734,0.9890766780953646,118.45061016082764,7937.510157585144,0.0003,88
94,train_5,8,2.065168596660744,0.9846901864793344,1006.2044234275818,8945.645599603653,0.0003,88
95,val_5,8,1.361932316442682,0.9895636321147125,118.28742694854736,9065.943452835083,0.0003,88
96,train_5,9,2.0418561788954555,0.9849087649149532,1006.4985463619232,10074.435923576355,0.0003,88
97,val_5,9,1.3574394936389453,0.9893920113111354,118.46013307571411,10194.865886926651,0.0003,88
98,train_5,10,2.028402210062191,0.9849329289036292,1005.8921291828156,11202.741029977798,0.0003,88
99,val_5,10,1.351931841733555,0.9894774215859148,118.2555103302002,11323.026518583298,0.0003,88
100,train_6,1,2.9935640090490243,0.9851416327481124,943.6526281833649,943.6558196544647,0.0003,128
101,val_6,1,2.1068018657235674,0.9894226038362958,105.67688488960266,1051.3354649543762,0.0003,128
102,train_6,2,2.9858350974630077,0.9853020632974852,936.464866399765,1989.757851600647,0.0003,128
103,val_6,2,2.0746274688087714,0.9886521791319933,105.5735251903534,2097.3024859428406,0.0003,128
104,train_6,3,2.860331574046754,0.9854470143506059,936.3840982913971,3035.6538445949554,0.0003,128
105,val_6,3,2.037931643735867,0.9898971049529708,105.44520139694214,3143.076788187027,0.0003,128
106,train_6,4,2.8485317665029806,0.9853167869918766,935.8648085594177,4080.8299536705017,0.0003,128
107,val_6,4,2.0083271671122254,0.9889147424298167,105.4446349143982,4188.271175146103,0.0003,128
108,train_6,5,2.8731881265146324,0.9855734378531166,935.7811121940613,5126.066079854965,0.0003,128
109,val_6,5,1.9831127103049153,0.9898796937419987,105.47795915603638,5233.555339813232,0.0003,128
110,train_6,6,2.832298168599368,0.9860575558800442,936.6953680515289,6172.232408046722,0.0003,128
111,val_6,6,1.9654276979426606,0.989652895152827,105.51216149330139,6279.804981708527,0.0003,128
112,train_6,7,2.7779455584358885,0.9856375904135598,936.5990002155304,7218.346204519272,0.0003,128
113,val_6,7,1.934620565023666,0.9901768777859965,105.77236437797546,7326.156499147415,0.0003,128
114,train_6,8,2.693380427514889,0.9862566789339663,936.1155984401703,8264.171610832214,0.0003,128
115,val_6,8,1.9263614453256321,0.9897686488469791,105.61107301712036,8371.741952896118,0.0003,128
116,train_6,9,2.7258655201153927,0.9859262370770698,936.7523510456085,9310.43429517746,0.0003,128
117,val_6,9,1.916836200764004,0.9902676193558126,105.73855757713318,9418.146795511246,0.0003,128
118,train_6,10,2.680484922687371,0.9863816030761233,936.5972242355347,10356.660480976105,0.0003,128
119,val_6,10,1.90980743343076,0.989834686592603,105.60769867897034,10464.24001789093,0.0003,128
120,train_7,1,1.4333425491484275,0.9851477361159431,1014.920324087143,1014.9277949333191,3e-06,64
121,val_7,1,0.8854283229930644,0.9906130358076946,118.3979504108429,1135.2511508464813,3e-06,64
122,train_7,2,1.4293622175149947,0.9850936910165805,1013.423880815506,2151.8193900585175,3e-06,64
123,val_7,2,0.8908621913009283,0.9904988428407258,118.39130425453186,2272.2137174606323,3e-06,64
124,train_7,3,1.4450723681955104,0.9850266916277494,1013.0280933380127,3287.1592605113983,3e-06,64
125,val_7,3,0.8902201751511443,0.9904846820665201,118.4463894367218,3407.5667781829834,3e-06,64
126,train_7,4,1.4198880401102314,0.9851240821251114,1013.1218674182892,4422.617352962494,3e-06,64
127,val_7,4,0.8909418469553358,0.9906419097601781,117.92767429351807,4542.472226381302,3e-06,64
128,train_7,5,1.419325643469138,0.9850854210191009,1013.5355648994446,5557.922259569168,3e-06,64
129,val_7,5,0.89290510716906,0.9907305442965465,118.17384910583496,5678.050681352615,3e-06,64
130,train_7,6,1.4159061294449753,0.9851361688212867,1014.037620306015,6694.0052852630615,3e-06,64
131,val_7,6,0.8924800584440311,0.9904707581286927,118.41799926757812,6814.3478927612305,3e-06,64
132,train_7,7,1.4318892226009017,0.9853316305964201,1013.4528067111969,7829.704004526138,3e-06,64
133,val_7,7,0.8932568123073954,0.990494450872675,118.55572056770325,7950.193912744522,3e-06,64
134,train_7,8,1.4328608093835207,0.9850107460565393,1013.5133111476898,8965.699723005295,3e-06,64
135,val_7,8,0.8894140768136705,0.9905613806282785,118.19407081604004,9085.804096221924,3e-06,64
136,train_7,9,1.4465326338872848,0.9853366790840998,1013.1257135868073,10100.836676359177,3e-06,64
137,val_7,9,0.8906225774205473,0.9908361853492972,118.25481295585632,10221.016825437546,3e-06,64
138,train_7,10,1.4215928002197549,0.9851911423752542,1013.5516765117645,11236.475310564041,3e-06,64
139,val_7,10,0.8876179541911234,0.9906124821175759,118.00020980834961,11356.481125831604,3e-06,64
140,train_8,1,1.9346943664754908,0.9854497796605828,1006.7715675830841,1006.7752811908722,3e-06,88
141,val_8,1,1.2291009033960698,0.9905422961007317,118.50845766067505,1127.3024096488953,3e-06,88
142,train_8,2,1.917239888988129,0.9857957724268075,1006.3239796161652,2135.523743391037,3e-06,88
143,val_8,2,1.2255174246016203,0.9907357134709819,118.48005819320679,2256.0234336853027,3e-06,88
144,train_8,3,1.8838546752133598,0.986124193719513,1006.7691888809204,3264.7701857089996,3e-06,88
145,val_8,3,1.2249184070571668,0.9907125006211528,118.41743469238281,3385.127031803131,3e-06,88
146,train_8,4,1.8917878431137907,0.9857590028162864,1006.59663438797,4393.616389751434,3e-06,88
147,val_8,4,1.2246554661889382,0.9905842452592037,118.44637107849121,4514.054173231125,3e-06,88
148,train_8,5,1.9146757943152566,0.9858319821198457,1007.4198243618011,5523.393244743347,3e-06,88
149,val_8,5,1.2236087684542054,0.9906606528833488,118.2818603515625,5643.673916339874,3e-06,88
150,train_8,6,1.9211344678056974,0.9860306525349741,1006.76664686203,6652.362995386124,3e-06,88
151,val_8,6,1.223436681643586,0.9909665784523721,118.53714752197266,6772.843145370483,3e-06,88
152,train_8,7,1.9172835139629163,0.98585293947814,1006.4795234203339,7781.2448008060455,3e-06,88
153,val_8,7,1.2232717045832,0.9913089518218888,118.4736635684967,7901.680305480957,3e-06,88
154,train_8,8,1.9505120250776615,0.9859390004235407,1007.3700511455536,8911.012597322464,3e-06,88
155,val_8,8,1.2251053068668403,0.9907245740318356,118.41299152374268,9031.419340848923,3e-06,88
156,train_8,9,1.9208738622028534,0.9860106200834168,1007.0575921535492,10040.478241443634,3e-06,88
157,val_8,9,1.2271373757965895,0.9909735940958658,118.3689227104187,10160.871435642242,3e-06,88
158,train_8,10,1.9142873427669889,0.9855097259558404,1007.119467496872,11169.894267559052,3e-06,88
159,val_8,10,1.2244950765743852,0.9906867388791745,118.39744281768799,11290.326891183853,3e-06,88
160,train_9,1,2.7649118428092554,0.9860088266917695,937.8908896446228,937.8964037895203,3e-06,128
161,val_9,1,1.7679733624473548,0.990868029898588,109.50077295303345,1049.862876176834,3e-06,128
162,train_9,2,2.80860490618474,0.98618235899333,937.0565822124481,1988.9267239570618,3e-06,128
163,val_9,2,1.761369943547363,0.9909128382821487,105.88636493682861,2096.8483946323395,3e-06,128
164,train_9,3,2.809813220804906,0.9857018300694148,936.7839405536652,3035.5935337543488,3e-06,128
165,val_9,3,1.7667589787001046,0.9911883152038822,105.51054835319519,3143.1472873687744,3e-06,128
166,train_9,4,2.7793122946978563,0.9859272390990428,936.4614562988281,4081.5169649124146,3e-06,128
167,val_9,4,1.7663951967470943,0.9907143974684671,105.87808060646057,4189.394482135773,3e-06,128
168,train_9,5,2.8158056460528735,0.9853401895091113,937.408971786499,5128.816452264786,3e-06,128
169,val_9,5,1.7648120247803556,0.9911051825838662,105.72999238967896,5236.513253688812,3e-06,128
170,train_9,6,2.8159703182984157,0.9856881042198826,936.529228925705,6174.947808742523,3e-06,128
171,val_9,6,1.7685083241794055,0.9908449897040427,105.97865080833435,6282.953412771225,3e-06,128
172,train_9,7,2.7719275515867894,0.9862358251368836,936.7734863758087,7221.721351385117,3e-06,128
173,val_9,7,1.7530986824260353,0.9911588694776209,105.69756579399109,7329.417510032654,3e-06,128
174,train_9,8,2.788432858450954,0.9858855595561293,936.2991938591003,8267.596040725708,3e-06,128
175,val_9,8,1.7582925643307714,0.9911309551884441,105.63860249519348,8375.222017765045,3e-06,128
176,train_9,9,2.8015236167318793,0.9856994091385498,938.6970188617706,9315.8288834095,3e-06,128
177,val_9,9,1.7521568013075441,0.9910400982429152,105.83985829353333,9423.726996660233,3e-06,128
178,train_9,10,2.8090502099211947,0.9859789214177278,936.6696031093597,10362.39135670662,3e-06,128
179,val_9,10,1.7683113716280878,0.9908316796171303,105.66964840888977,10470.03355383873,3e-06,128
